Period,AgentId,Budget,SelectedDeliveryPlan,UtilityIfGreen,UtilityIfNormal,UtilityDisparity,Emissions,EcoCon
10,9,1178.19525674798,Normal,5.173976716785058,5.188636118009994,-0.01465940122493592,4.820559411500735,0.02936475945470719
11,9,1178.19525674798,Normal,5.173976716785058,5.188636118009994,-0.01465940122493592,4.820559411500735,0.02936475945470719
12,9,1178.19525674798,Normal,5.173976716785058,5.188636118009994,-0.01465940122493592,4.820559411500735,0.02936475945470719
13,9,1178.19525674798,Normal,5.173976716785058,5.188636118009994,-0.01465940122493592,4.820559411500735,0.02936475945470719
14,9,1178.19525674798,Normal,5.173976716785058,5.188636118009994,-0.01465940122493592,4.820559411500735,0.02936475945470719
15,9,1178.19525674798,Normal,5.173976716785058,5.188636118009994,-0.01465940122493592,4.820559411500735,0.02936475945470719
16,9,1178.19525674798,Normal,5.173976716785058,5.188636118009994,-0.01465940122493592,4.820559411500735,0.02936475945470719
17,9,1178.19525674798,Normal,5.173976716785058,5.188636118009994,-0.01465940122493592,4.820559411500735,0.02936475945470719
18,9,1178.19525674798,Normal,5.173976716785058,5.188636118009994,-0.01465940122493592,4.820559411500735,0.02936475945470719
19,9,1178.19525674798,Normal,5.173976716785058,5.188636118009994,-0.01465940122493592,4.820559411500735,0.02936475945470719
20,9,1178.19525674798,Normal,5.173976716785058,5.188636118009994,-0.01465940122493592,4.820559411500735,0.02936475945470719
21,9,1178.19525674798,Normal,5.173976716785058,5.188636118009994,-0.01465940122493592,4.820559411500735,0.02936475945470719
22,9,1178.19525674798,Normal,5.173976716785058,5.188636118009994,-0.01465940122493592,4.820559411500735,0.02936475945470719
23,9,1178.19525674798,Normal,5.173976716785058,5.188636118009994,-0.01465940122493592,4.820559411500735,0.02936475945470719
0,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
1,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
2,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
3,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
4,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
5,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
6,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
7,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
8,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
9,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
10,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
11,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
12,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
13,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
14,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
15,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
16,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
17,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
18,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
19,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
20,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
21,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
22,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
23,10,1781.957532537487,Normal,6.233183352207833,6.243009258275227,-0.009825906067393753,4.315512996355929,0.035382475034078396
0,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
1,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
2,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
3,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
4,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
5,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
6,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
7,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
8,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
9,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
10,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
11,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
12,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
13,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
14,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
15,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
16,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
17,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
18,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
19,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
20,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
21,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
22,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
23,11,1669.3686293396418,Normal,6.212646253896363,6.221574654322145,-0.008928400425782357,3.4024821588372136,0.0884836045259898
0,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
1,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
2,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
3,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
4,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
5,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
6,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
7,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
8,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
9,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
10,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
11,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
12,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
13,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
14,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
15,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
16,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
17,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
18,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
19,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
20,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
21,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
22,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
23,12,5129.6244253127725,Green,6.682270267537242,6.6749554851287005,0.007314782408541554,13.013407988681065,0.048031526362880876
0,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
1,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
2,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
3,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
4,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
5,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
6,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
7,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
8,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
9,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
10,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
11,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
12,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
13,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
14,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
15,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
16,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
17,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
18,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
19,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
20,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
21,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
22,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
23,13,4127.378621065211,Green,6.73435784700475,6.730038269783321,0.0043195772214286166,8.505469889474831,0.07302347935770541
0,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
1,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
2,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
3,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
4,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
5,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
6,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
7,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
8,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
9,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
10,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
11,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
12,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
13,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
14,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
15,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
16,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
17,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
18,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
19,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
20,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
21,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
22,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
23,14,2377.611533795239,Normal,6.044877853084186,6.045493539260682,-0.0006156861764958776,6.884257903439911,0.06545485228844494
