AverageIncome,GreenUsers,NormalUsers,Period,PriceOfGreenDelivery,PriceOfNormalDelivery,QwithGreen,QwithNormal,SimulationIndex,TotalEmission,TotalQ,TotalUtility
2047.722681474464,47,953,8,24,8,3004.676075566781,27024.91782630395,3,29729.126294314054,30029.593901870732,6518.972229696738
2047.722681474464,47,953,9,24,8,3004.676075566781,27024.91782630395,3,29729.126294314054,30029.593901870732,6518.972229696738
2047.722681474464,47,953,10,24,8,3004.676075566781,27024.91782630395,3,29729.126294314054,30029.593901870732,6518.972229696738
2047.722681474464,47,953,11,24,8,3004.676075566781,27024.91782630395,3,29729.126294314054,30029.593901870732,6518.972229696738
2047.722681474464,30,970,0,27,8,2029.9547411484248,27988.48589639744,4,29815.44516343102,30018.440637545864,6518.945944513621
2047.722681474464,30,970,1,27,8,2029.9547411484248,27988.48589639744,4,29815.44516343102,30018.440637545864,6518.945944513621
2047.722681474464,30,970,2,27,8,2029.9547411484248,27988.48589639744,4,29815.44516343102,30018.440637545864,6518.945944513621
2047.722681474464,30,970,3,27,8,2029.9547411484248,27988.48589639744,4,29815.44516343102,30018.440637545864,6518.945944513621
2047.722681474464,30,970,4,27,8,2029.9547411484248,27988.48589639744,4,29815.44516343102,30018.440637545864,6518.945944513621
2047.722681474464,30,970,5,27,8,2029.9547411484248,27988.48589639744,4,29815.44516343102,30018.440637545864,6518.945944513621
2047.722681474464,30,970,6,27,8,2029.9547411484248,27988.48589639744,4,29815.44516343102,30018.440637545864,6518.945944513621
2047.722681474464,30,970,7,27,8,2029.9547411484248,27988.48589639744,4,29815.44516343102,30018.440637545864,6518.945944513621
2047.722681474464,30,970,8,27,8,2029.9547411484248,27988.48589639744,4,29815.44516343102,30018.440637545864,6518.945944513621
2047.722681474464,30,970,9,27,8,2029.9547411484248,27988.48589639744,4,29815.44516343102,30018.440637545864,6518.945944513621
2047.722681474464,30,970,10,27,8,2029.9547411484248,27988.48589639744,4,29815.44516343102,30018.440637545864,6518.945944513621
2047.722681474464,30,970,11,27,8,2029.9547411484248,27988.48589639744,4,29815.44516343102,30018.440637545864,6518.945944513621
2047.7226814744636,18,982,0,30,8,1296.9549789477192,28712.714438843304,5,29879.973919896252,30009.669417791025,6518.931261628647
2047.7226814744636,18,982,1,30,8,1296.9549789477192,28712.714438843304,5,29879.973919896252,30009.669417791025,6518.931261628647
2047.7226814744636,18,982,2,30,8,1296.9549789477192,28712.714438843304,5,29879.973919896252,30009.669417791025,6518.931261628647
2047.7226814744636,18,982,3,30,8,1296.9549789477192,28712.714438843304,5,29879.973919896252,30009.669417791025,6518.931261628647
2047.7226814744636,18,982,4,30,8,1296.9549789477192,28712.714438843304,5,29879.973919896252,30009.669417791025,6518.931261628647
2047.7226814744636,18,982,5,30,8,1296.9549789477192,28712.714438843304,5,29879.973919896252,30009.669417791025,6518.931261628647
2047.7226814744636,18,982,6,30,8,1296.9549789477192,28712.714438843304,5,29879.973919896252,30009.669417791025,6518.931261628647
2047.7226814744636,18,982,7,30,8,1296.9549789477192,28712.714438843304,5,29879.973919896252,30009.669417791025,6518.931261628647
2047.7226814744636,18,982,8,30,8,1296.9549789477192,28712.714438843304,5,29879.973919896252,30009.669417791025,6518.931261628647
2047.7226814744636,18,982,9,30,8,1296.9549789477192,28712.714438843304,5,29879.973919896252,30009.669417791025,6518.931261628647
2047.7226814744636,18,982,10,30,8,1296.9549789477192,28712.714438843304,5,29879.973919896252,30009.669417791025,6518.931261628647
2047.7226814744636,18,982,11,30,8,1296.9549789477192,28712.714438843304,5,29879.973919896252,30009.669417791025,6518.931261628647
